date,title,description,location,url,long_description,standort,branchen,mitarbeiter,jahresumsatz,preisvorstellung,international
22.05.2024,Großhandelsunternehmen zum Kauf gesucht,"Zur Existenzgründung suche ich ein Großhandelsunternehmen, in welchem ich im Rahmen einer mehrmonatigen Einarbeitungsphase, intensiv auf die Weiterführung des Geschäfts vorbereitet werde.",Saarland Hamburg Berlin Sachsen Nordrhein-Westfalen Bayern Hessen Niedersachsen Thüringen Schleswig-Holstein Mecklenburg-Vorpommern Brandenburg Bremen Rheinland-Pfalz Sachsen-Anhalt Ausland Baden-Württemberg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208065,"
Ich bin 26 Jahre alt und habe einen Bachelorabschluss in BWL mit Schwerpunkt Unternehmensführung gemacht.
Um Erfahrungen in einer Führungsposition zu sammeln und Personalverantwortung zu tragen, bin ich momentan als Bezirksleiter im Einzelhandel tätig.
Ich bin sehr ehrgeizig und möchte mithilfe einer Nachfolge ins Unternehmertum einsteigen.
Gesucht wird daher ein Großhandelsunternehmen, in welchem ich, in einem Zeitraum von 6-12 Monaten, eine intensive Einarbeitung in allen relevanten Abteilungen erhalte und wichtige Abläufe kennenlerne. Anschließend sollte die Übergabe des Unternehmens erfolgen.


Folgende Mindestanforderungen sollte das passende Unternehmen mitbringen:
- mind. 10 Angestellte
- Umsatz von mind. 800.000€/ Jahr
- vorhandenes Wachstumspotential
- idealerweise internationale Tätigkeit
- ist noch keine internationale Tätigkeit vorhanden, sollte das Unternehmen jedoch das Potential besitzen, in den internationalen Handel einsteigen zu können

Ich freue mich über passende Angebote.",,,11 - 20 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",Keine Angaben,Ja
21.05.2024,Sanitär und Heizungsbetrieb zur Weiterführung gesucht,"Sehr geehrte Damen und Herren, erfahrener SHK Experte, Geschäftsführungserfahren und staatlich geprüfter Techniker sucht zur Weiterführung einen SHK Betrieb.",Nordrhein-Westfalen / Düsseldorf / Krefeld,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207785,"
Sehr geehrte Damen und Herren,

ich suche zur Weiterführung einen SHK Betrieb in einer Größenordnung von 4-20 Mitarbeitern.

Ich verfüge über eine 30 Jahre lange Erfahrung im Bereich SHK und Ingenieurbereich.

Als erfahrener Experte möchte ich gerne ein Unternehmen weiterführen und mich selbstständig machen.

Ich selber stamme aus Krefeld und suche ein Unternehmen im Umkreis von 50 Kilometern. Bei größeren Unternehmen kann der Umkreis gerne weiter sein.",Nordrhein-Westfalen > Düsseldorf > Krefeld,,6 - 10 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",Keine Angaben,Nein
17.05.2024,Bäckerei sucht weitere Filial-Standorte,Produktionsbetrieb Bäckerei sucht weitere Filial-Standorte. Kreis Steinfurt + 70 km. Kauf | Pacht | Miete.,Niedersachsen / Weser-Ems / Grafschaft Bentheim Niedersachsen / Weser-Ems / Emsland,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=208001,"
Produktionsbetrieb Bäckerei sucht weitere Filial-Standorte. Kreis Steinfurt + 70 km. Kauf | Pacht | Miete.",,,Keine Angaben,Keine Angaben,Keine Angaben,
17.05.2024,Schreinermeister sucht Betriebsräume,#Schreiner #Werkstatt #Übernahme #Nachfolge,"Baden-Württemberg / Karlsruhe / Karlsruhe, Stadt",https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207995,"
Schreinermeister sucht Betriebsräume für einen Schreinereibetrieb.

Werkstatt/Büroräume für Möbelschreinerei mit ca. 250 - 400qm im Stadtgebiet Karlsruhe gesucht. Gerne mit Übernahme bestehender Betriebseinrichtung.","Baden-Württemberg > Karlsruhe > Karlsruhe, Stadt",Handwerk > Ausbaugewerbe > Tischler; Baugewerbe > Ausbau > Tischler/Schreiner,bis 5 Beschäftigte,Keine Angaben,Keine Angaben,
17.05.2024,"Suche Unternehmen im Bereich Primär PV Anlagen, Speicher und Heizungsbranche","41 Jahre alt, ledig, sucht Unternehmen zur Übernahme Deutschland/Weltweit",Bayern,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207598,"
Primär PV Anlagen, Speicher und Heizungsbranche
Ich bin Dipl. Kaufmann, mein Partner ist Dipl. Ing.
Beider mit viel Berufserfahrung, auch im Bereich Planung von Anlagen, Vertrieb und Marketing.",Bayern,,Keine Angaben,Keine Angaben,Keine Angaben,
17.05.2024,Kaufgesuch im Bereich Elektrotechnik,Gesucht wird ein Unternehmen im Bereich Elektrotechnik zur Übernahme. Ich bringe einen Master in Wirtschaftsingenieurwesen/Elektrotechnik und Berufserfahrung mit. Einarbeitung ist wünschenswert.,Schleswig-Holstein / Schleswig-Holstein / Kiel,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207988,"
Ich suche ein Unternehmen zur Übernahme, vorzugsweise im Bereich Elektrotechnik, bin aber auch offen für andere Branchen. Ich habe einen Masterabschluss in Wirtschaftsingenieurwesen und Elektrotechnik und bringe Berufserfahrung in der Elektrotechnik sowie verwandten Industrien mit. Mein Ziel ist es, selbstständig ein Unternehmen zu führen und es erfolgreich weiterzuentwickeln.

Für die Übergabe stelle ich mir eine umfassende Einarbeitung durch den aktuellen Geschäftsführer oder einer anderen Führungsperson vor. Dabei ist es mir wichtig, dass die bestehenden Prozesse detailliert erklärt werden und ich bei den Kunden eingeführt werde. Das bestehende Team würde ich gerne übernehmen, um die Kontinuität und den reibungslosen Ablauf sicherzustellen.",Schleswig-Holstein > Schleswig-Holstein > Kiel,,Keine Angaben,Keine Angaben,Keine Angaben,
16.05.2024,Elektrotechnik Unternehmen in Thüringen zum Kauf gesucht,"Ein lösungsorientiertes Unternehmen der Solarbranche, sucht zur Erweiterung des Portfolios ein Elektrounternehmen, um Ihr Portfolio und die Geschäftstätigkeit in der Region auszubauen.",Thüringen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207982,"
Ein lösungsorientiertes Unternehmen der Solarbranche, sucht zur Erweiterung des Portfolios ein Elektrounternehmen, um Ihr Portfolio und die Geschäftstätigkeit in der Region auszubauen. Dabei legt es besonderen Wert auf qualifizierte und gut ausgebildete Mitarbeiter. Ihr Ziel ist es, traditionelle Handwerkskunst zu bewahren und diese weiterzuentwickeln. Somit kann eine breite Palette von Dienstleistungen unter einem Dach abgebildet werden. Das Unternehmen plant, Ihren Kunden zukünftig umfassende Serviceleistungen mit nur einem zentralen Ansprechpartner zu bieten und damit eine noch höre Kundenzufriedenheit zu erlangen. Das Unternehmen zeigt sich stark im Vertrieb und Einkauf und bietet dadurch langfristige Kundenbindung und Verträge. Die Übernahme kann flexibel gestaltet werden.",Thüringen,,Keine Angaben,Keine Angaben,Keine Angaben,
16.05.2024,Dachdeckerei in Thüringen zur Übernahme gesucht,Ein wachsender und moderner Solateur aus Mittelthüringen möchte zum effizienteren Strukturaufbau seines Unternehmens einen Dachdecker-Betrieb kaufen.,Thüringen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207981,"
Ein wachsender und moderner Solateur aus Mittelthüringen möchte zum effizienteren Strukturaufbau seines Unternehmens einen Dachdecker-Betrieb kaufen. Somit soll seine Präsenz und Geschäftstätigkeit erweitern und verbessert werden. Nach dem Motto „Alles aus einer Hand“ soll dem Kunden künftig ein umfassenderer Service und ein breites Leistungsportfolio geboten werden. Zur Umsetzung und Zielerreichung wird ein besonderer Wert auf qualifiziertes und erfahrenes Personal gelegt. Das Unternehmen arbeitet bereits mit vielen privaten und gewerblichen Stammkunden zusammen und bekommt durch die starke Kundenzufriedenheit und Internetpräsenz immer wieder neue Aufträge und Empfehlungen. Die Übernahme kann flexibel gestaltet werden und wird in den kommenden zwei Jahren angestrebt.",Thüringen,,Keine Angaben,Keine Angaben,Keine Angaben,
16.05.2024,Sanitär-/ Heizungs- und Bedachungsunternehmen in Bramfeld zu verkaufen,Sanitär-/ Heizungs- und Bedachungsunternehmen in Bramfeld zu verkaufen!,Hamburg / Hamburg / Hamburg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207978,"
Solides, alteingesessenes Sanitär-/ Heizungs- und Bedachungsunternehmen mit gutem Gesellenstamm, Gewerbeimmobilie und Mietung zu verkaufen!",Hamburg > Hamburg > Hamburg,,6 - 10 Beschäftigte,"über 500 Tsd. - 2,5 Mio. Euro",über 250 - 500 Tsd. Euro,
16.05.2024,"Suche Radio-, Fernsehgeschäft mit Werkstatt",#Radio #Fernsehen #Elektrotechnik #Handwerk #Nachfolge #Betriebsnachfolge,"Baden-Württemberg / Karlsruhe / Karlsruhe, Stadt",https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207972,"
Radio- und Fernsehtechniker sowie Techniker für Elektronik sucht Radio-, Fernsehgeschäft mit Werkstatt, per Ratenzahlung, Te: 0721/ 60902684","Baden-Württemberg > Karlsruhe > Karlsruhe, Stadt",Information und Kommunikation > Dienstleistungen der Informationstechnologie; Handwerk > Ausbaugewerbe > Elektrotechniker,Keine Angaben,Keine Angaben,Keine Angaben,
16.05.2024,Unternehmen zur Investition gesucht,"Erfahrene Privatinvestoren mit Hintergrund in der Beratung, Private Equity, Ecommerce und Vertrieb suchen nach Unternehmen mit stabiler Ertragslage und guten Wachstumschancen zur Beteiligung.",Nordrhein-Westfalen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207946,"
Wir sind ein Konsortium aus Investoren, die über einen Hintergrund in Beteiligungsgesellschaften, der Beratung, E-Commerce und dem Vertrieb verfügen.

Wir bringen jeweils 15 Jahre Erfahrung in den o.g. Bereichen mit und möchten nun in aussichtsreiche, profitable Unternehmen mit hervorragenden Unternehmern bzw. Geschäftsführern zur Beteiligung oder Übernahme investieren. Wir wollen operativ nicht involviert sein, sondern stehen für strategische und Performance Calls zur Verfügung. Nicht im Fokus liegen Angebote zur operativen Unternehmensführung.",Nordrhein-Westfalen,,Keine Angaben,Keine Angaben,Keine Angaben,
15.05.2024,Wir suchen Handwerksbetriebe zur Übernahme,"Die Majo-Holding vereint unter Ihrem Dach Hausverwaltungen, Handwerksbetriebe, Ingenieurbüros. Wir sind spezialisiert ein Rund-um-Paket zum Thema Immobilie zu bieten in Hessen, Bayern, BW, RLP",Bayern,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207794,"
Wir suchen Handwerksbetriebe im Bereich aller Gewerke (Elektro, SHK, Dachdecker, Innenausbau, etc.) sowie Planungs- und Ingenieurgesellschaften ab 10 Mitarbeiter in den Bundesländern Hessen, Bayern, BW und RLP sowie Angrenzungen in NRW im Rahmen einer Nachfolgeübernahme, aber auch Unternehmen in der Insolvenz.
Aufgrund unserer Auftragssituation in den verschiedenen Gewerken benötigen wir diese Unternehmen um die Aufträge koordiniert abarbeiten zu können. Unser Auftragsvolumina bewegt sich im mittleren 8stelligen Euro-Bereich p.A.
Wir erhalten die Unternehmen in ihrem operativen Bestand und verändern die Struktur so gut wie gar nicht. Wir begrüßen es ebenfalls wenn der Inhaber oder verantwortliche Führungskräfte weiterhin im Betrieb in der gleichen Funktion tätig sind.
Wir würden uns sehr freuen, wenn Sie mit uns Kontakt aufnehmen, um eine mögliche Übernahme Ihrer Firma zu besprechen.",Bayern,,Keine Angaben,Keine Angaben,Keine Angaben,
15.05.2024,Wir suchen Handwerksbetriebe zur Übernahme.,"Die Majo-Holding GmbH vereint unter Ihrem Dach Hausverwaltungen, Handwerksbetriebe, Ingenieurbüros. Wir sind spezialisiert ein Rund-um-Paket zum Thema Immobilie zu bieten in Hessen, Bayern, BW, RLP.",Hessen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207792,"
Wir suchen Handwerksbetriebe im Bereich aller Gewerke (Elektro, SHK, Dachdecker, Innenausbau, etc.) sowie Planungs- und Ingenieurgesellschaften ab 10 Mitarbeiter in den Bundesländern Hessen, Bayern, BW und RLP sowie Angrenzungen in NRW im Rahmen einer Nachfolgeübernahme, aber auch Unternehmen in der Insolvenz.
Aufgrund unserer Auftragssituation in den verschiedenen Gewerken benötigen wir diese Unternehmen um die Aufträge koordiniert abarbeiten zu können. Unser Auftragsvolumina bewegt sich im mittleren 8stelligen Euro-Bereich p.A.
Wir erhalten die Unternehmen in ihrem operativen Bestand und verändern die Struktur so gut wie gar nicht. Wir begrüßen es ebenfalls wenn der Inhaber oder verantwortliche Führungskräfte weiterhin im Betrieb in der gleichen Funktion tätig sind.
Wir würden uns sehr freuen, wenn Sie mit uns Kontakt aufnehmen, um eine mögliche Übernahme Ihrer Firma zu besprechen.",Hessen,,Keine Angaben,Keine Angaben,Keine Angaben,
15.05.2024,Erfahrener Metallbaumeister sucht Handwerksbetrieb,"Ich bin auf der Suche nach einem etablierten Handwerksbetrieb - idealerweise aus dem Metallbereich, der zum Verkauf steht oder eine Nachfolgeregelung sucht.",Niedersachsen / Weser-Ems / Oldenburg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207869,"
Wenn das Unternehmen über eine solide Kundenbasis, eine vernünftige Ausstattung und erfahrene Mitarbeiter verfügt, dann bin ich der richtige Ansprechpartner.

Im so genannten Übernahmezeitraum/prozess kann ich selbstverständlich aktiv im Unternehmen mitwirken. Auch nach der geplanten Übernahmephase freue ich mich darauf, wenn der vorherige Unternehmer mit Rat und Tat unterstützen möchte - ist aber kein muss.

Warum sollten Sie mich als Nachfolger für Ihr Unternehmen in Betracht ziehen?

Erfahrung und Expertise: Mit mehreren Jahren Berufserfahrung und einer erfolgreichen Tätigkeit im Service, der Konstruktion und in der Projektleitung verfüge ich über das erforderliche Know-how, um einen Handwerksbetrieb erfolgreich führen zu können.",Niedersachsen > Weser-Ems > Oldenburg,,Keine Angaben,Keine Angaben,Keine Angaben,
15.05.2024,Kreis Steinfurt: Bauunternehmen zu Übernahme gesucht,Anz.-Nr. MSN2836: Im Kreis Steinfurt sucht ein Bachelor of Engineering / Maurer ein kleines Bauunternehmen zur Nachfolge.,Nordrhein-Westfalen / Münster / Steinfurt,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207927,"
Anz.-Nr. MSN2836: Im Kreis Steinfurt sucht ein Bachelor of Engineering / Maurer mit 8 jähriger Berufserfahrung als Maurer und 10 jähriger Berufserfahrung als Bauleiter (gewerkübergreifend), ein kleines Bauunternehmen zur Nachfolge.",Nordrhein-Westfalen > Münster > Steinfurt,Handwerk > Bauhauptgewerbe > Maurer und Betonbauer; Baugewerbe > Hoch- und Tiefbau,Keine Angaben,Keine Angaben,Keine Angaben,
15.05.2024,Familienunternehmen mit eigenem Produkt,"Wir (Dipl.-Ing. Maschinenbau, Dipl.- Ing Wirtschaftsingenieurwesen) suchen ein Unternehmen mit eigenem Produkt zur eigenständigen Fortführung und Weiterentwicklung.",Nordrhein-Westfalen / Düsseldorf,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=197632,"
Wir arbeiten als Geschäftsführer in einer großen Gruppe und sind für die Leitung eines Standortes zuständig. Da wir aber beide aus Unternehmerfamilien stammen ist es unser Wunsch uns mit mehr Eigenverantwortung zu engagieren.
Dabei ist uns ein eigenes Produkt sehr wichtig. Das Produkt weiterzuentwickeln und neue Märkte zu erschließen ist auch bisher unsere Verantwortung.
Eine eigene Fertigung wäre wünschenswert ist aber nicht zwingend notwendig.
Wir freuen uns auf Ihre vertrauensvolle Kontaktaufnahme.",Nordrhein-Westfalen > Düsseldorf,,Keine Angaben,"über 2,5 Mio. Euro",Keine Angaben,
15.05.2024,Raum Münster: SHK-Betrieb gesucht,Anz.-Nr. MSN2835: Im Raum Münster bis 10 km wird ein SHK-Betrieb mit etwa 10 - 30 Beschäftigten zur Übernahme gesucht.,Nordrhein-Westfalen / Münster / Münster,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207915,"
Anz.-Nr. MSN2835: Im Raum Münster bis 10 km wird ein SHK-Betrieb mit etwa 10 - 30 Beschäftigten zur Übernahme gesucht.",Nordrhein-Westfalen > Münster > Münster,"Baugewerbe > Ausbau > Installateur und Heizungsbauer; Handwerk > Ausbaugewerbe > Installateur und Heizungsbauer; Baugewerbe > Bauinstallation > Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation",Keine Angaben,Keine Angaben,Keine Angaben,
14.05.2024,Im Raum Paderborn wird ein Metallbaubetrieb zu übernehmen gesucht,Im Raum Paderborn (Umkreis von 30 - 50 km) wird ein metallverarbeitender Betrieb zu pachten gesucht.,Nordrhein-Westfalen / Detmold / Paderborn,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207904,"
Im Raum Paderborn (Umkreis von 30 - 50 km) wird ein metallverarbeitender Betrieb zu pachten gesucht. 
Eine Beteiligung wäre auch ganz interessant.",Nordrhein-Westfalen > Detmold > Paderborn,,Keine Angaben,Keine Angaben,Keine Angaben,
14.05.2024,Anlagen- oder Stahlbauer gesucht,"Wir suchen zur Erweiterung des Unternehmens passenden Anlagenbauer oder Stahlbauer. Bereiche Rohrleitung, Behälter. Kunden aus Industrie.",Sachsen-Anhalt Brandenburg Thüringen Sachsen,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207895,"
Wir suchen zur Erweiterung des Unternehmens passenden Anlagenbauer oder Stahlbauer. Bereiche Rohrleitung, Behälter. Bevorzugt chemische Industrie, Lebensmittel, Kosmetik. Entweder im Rahmen Unternehmensnachfolge oder Insolvenz. Bevorzugt geregelte Nachfolge.",,,Keine Angaben,Keine Angaben,Keine Angaben,
13.05.2024,Unternehmen im Bereich hochwertiger Möbelbau/Innenausbau zur Übernahme gesucht,#Betriebsübernahme #Nachfolge #Möbel #Innenausbau #Betriebsnachfolge,Baden-Württemberg,https://www.nexxt-change.org/DE/Kaufgesuch/Detailseite/detailseite_jsp.html?adId=207858,"
Etabliertes Unternehmen mit individuellem Kundenstamm im Bereich hochwertigen Möbelbau/Innenausbau zur Übernahme gesucht.
Idealerweise befindet sich das Unternehmen in Baden Württemberg oder Bayern und verfügt über einen modernen oder ausbaufähigen Maschinenpark.
Die Schlüsselstärken des gesuchten Unternehmens sollten in der Planung, Produktion und Montage von individuellen, hochwertigen Einrichtungen im Bereich Hospitality und gehobenen privaten Innenausbau liegen. Die Bereitschaft zur Überregionalen Tätigkeit sollte vorhanden sein.
Die Umsatzgröße sollte sich im Bereich von 1,5 bis 10 Mio. Euro bewegen. Der aktuelle Inhaber sollte bereit sein, eine Einarbeitungszeit von mindestens 8 Monaten zu leisten.
Eine anschließende Mitarbeit in beratender Funktion oder produktiver Tätigkeit wird gerne gesehen.",Baden-Württemberg,Handwerk > Ausbaugewerbe > Tischler; Baugewerbe > Ausbau > Tischler/Schreiner,Keine Angaben,"über 2,5 Mio. Euro",Keine Angaben,
